Defect#,Name,Description,RCA Category,Root Cause,Resolution,Corrective and Preventive Action Taken,Notes,Actual Defect Reason,Revised RCA
DE244611,[Prod Issue] [Feedback] LMMP - expiring premium in the submission brief is incorrect,"Defect created for Feedback. No IncidentIssue Description:expiring premium in the submission brief is incorrect. the expiring information put in here is from 2021-2022 and it is a bop and umb policy. totally different from property. User Name:     Wilkins,Ryan User Email:     Ryan.Wilkins@aig.com Submitted Date & Time:     Nov 11, 2025 9:56 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     8461097 Image Right Id:~ER4232111",Enhancement,,Enhancement,We are adding to the ingestion enhancement list,We identified where it was coming from. It pulled all premiums regardless of date. We are being added to the ingestion enhancement list,,Not a Defect - New Requirement/Enhancement
DE244613,[Prod Issue] LMMP : old and irrelevant policy info is showing up,"Incident No : INC12302833Issue Description:expiring info is from 2021-2022 and is for a bop and umbrella policy. we do not need that information input as those are different policy types. and irrelevant because they are 4-5 years old User Name:     Wilkins,Ryan User Email:     Ryan.Wilkins@aig.com Submitted Date & Time:     Nov 11, 2025 9:58 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     8461097 Image Right Id:~ER4232111",Enhancement,,Enhancement,Team has identified how this happened and will provide an option to reduce the reoccurrence in the future,Document showcases the location and information needed to understand the issue above.,,Not a Defect - New Requirement/Enhancement
DE244639,[Prod Issue] [Feedback] LMMP - Couldnt see a field for email addresses to send the work up,"Defect created for Feedback. No IncidentIssue Description:where can i put an email address to send the work up to? i dont see a field for email addresses. User Name:     Wilkins,Ryan User Email:     Ryan.Wilkins@aig.com Submitted Date & Time:     Nov 11, 2025 11:01 AM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist Submission:     8466792 Image Right Id; ~ER4233483",Not a Defect,Working as expected,Not a Defect,,"From: Murphy, Antwuan D <Antwuan.Murphy@aig.com> Sent: Tuesday, November 11, 2025 11:13 AMTo: Wilkins, Ryan <Ryan.Wilkins@aig.com>Cc: Thomas, Anila <Anila.Thomas@aig.com>; Kearney, Andrew J <Andrew.Kearney@aig.com>; Shah, Niti (US) <Niti.Shah2@aig.com>; Musa, Aminat <musa.aminat@bcg.com>; UWA_ProdStabilizationTeam <UWA_ProdStabilizationTeam@aig.com>; Chhabra, Jasmina <Jasmina.Chhabra@aig.com>Subject: FW: A query has been raised and assigned to your group Hey Ryan, Thank you for the feedback! Best practice would be the following: When you click """"email"""" on the workup, it will send an email to your inbox and you can forward the email as needed from there. Please let me know if you have any further questions! Best,",Working as expected,Not a Defect - Working as Expected
DE244640,[Prod Issue] [Feedback] LMMP - need to hit the filter button When searching for an account through console,"Defect created for Feedback. No IncidentIssue Description:When searching for an account through console you need to hit the filter button where hitting enter on your keyboard is more intuitive and faster User Name:     Mackenzie,Ross User Email:     Ross.Mackenzie@aig.com Submitted Date & Time:     Nov 11, 2025 12:51 PM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist ",Enhancement,Enhancement,Enhancement,,user provided feedback on possible enhancement. ,Enhancement,Not a Defect - New Requirement/Enhancement
DE244641,[Prod Issue] [Feedback] LMMP - incorrect WWIP submission number,"[Prod Issue] [Feedback] LMMC - incorrect WWIP submission numberDefect created for Feedback. No IncidentIssue Description:The WWIP submission number should have the """"S"""" in front of the numbers. I thought this was discussed in prior meetings. User Name:     Mackenzie,Ross User Email:     Ross.Mackenzie@aig.com Submitted Date & Time:     Nov 11, 2025 12:52 PM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist ",Enhancement,Working as expected.,Enhancement,New functionality will be available from upcoming release.,"From: Murphy, Antwuan D <Antwuan.Murphy@aig.com> Sent: Tuesday, November 11, 2025 4:49 PMTo: Mackenzie, Ross <Ross.Mackenzie@aig.com>Cc: UWA_ProdStabilizationTeam <UWA_ProdStabilizationTeam@aig.com>; Thomas, Anila <Anila.Thomas@aig.com>; Kearney, Andrew J <Andrew.Kearney@aig.com>; Chhabra, Jasmina <Jasmina.Chhabra@aig.com>; Shah, Niti (US) <Niti.Shah2@aig.com>; Musa, Aminat <musa.aminat@bcg.com>Subject: FW: Feedback has been submitted for your group Hey Ross,  Thank you for raising this!The team has identified that this is a current user story in our backlog. We will update you on its status and reach out if we have any further questions! Best,",Working as expected.,Not a Defect - New Requirement/Enhancement
DE244642,[Prod Issue] LMMP : WWIP timing out and user logging out,"Incident No : INC12303570Issue Description:When using UWA to access WWIP, WWIP will log out earlier than it has in the past. WWIP has always timed out after a long period of being idle, but it seems this period of time dramatically decreases when accessed through WWIP. It may be related to having two windows of WWIP open concurrently - one window of WWIP open prior to using UWA and then another window of WWIP opened through UWA.User Name:     Sherer,Thomas User Email:     Thomas.Sherer@aig.com Submitted Date & Time:     Nov 11, 2025 3:21 PM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist ",Back-end Code Issue,11/17: TBD after recorded session with UW,Data Issue,11/14: we will revisit with the UWs to understand if the current issue is still occurring.,11/17: Plan to have a UW recreate the scenario in a recorded session to further investigate and will review findings with Partha 11/14: @Parthasaradhi Gunichetty please provide further updates here 11/13: working session call with UW (Ryan) to recreate issue 11/13: UW has confirmed that ALL WWIP tabs have been logged out when accessing UWA - AntwuanNiti will work with Thomas to recreate this scenario to provide better analysis,11/17: TBD after recorded session with UW,Code - Edge Case
DE244842,[Prod Issue] LMMP : 1 location on the SOV but the external research is pulling 4 locations,"Incident No : INC12306194Issue Description:there is only 1 location on the SOV but the external research is pulling 4 locations. I screenshot the SOV next to the research so you could see the comparisonUser Name:     Wooten,Sara User Email:     Sara.Wooten@aig.com Submitted Date & Time:     Nov 12, 2025 10:04 AM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist Submission:     8485371 ~ER4243594",Not a Defect,SOV had a hidden tab within the excel that had 3 additional locations that calculated them all into the total SOV of $88M instead of $38.7M,Not a Defect,"Provided the context to the UW via email on why this was happening and will discuss in office hours if this happens often and needs further investigation. """"We investigated this issue and uncovered that SOV had a hidden tab within the excel that had 3 additional locations that calculated them all into the total SOV of $88M instead of $38.7M.We will continue to partner with you in getting feedback on the frequency of this happening and solve them as needed! ",,SOV had a hidden tab within the excel that had 3 additional locations that calculated them all into the total SOV of $88M instead of $38.7M,Code - Edge Case
DE244849,"[Prod Issue] LMMP : external research showing hail as a moderate score, but it should be extreme","Incident No : INC12306208Issue Description:external research shows hail as a moderate score, but per Riskmeter screenshot it should be extremeUser Name:     Wooten,Sara User Email:     Sara.Wooten@aig.com Submitted Date & Time:     Nov 12, 2025 10:07 AM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist Submission:     8485371~ER4243594            ",User Enablement,Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected,Requirements issue,11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now ,"11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now  11/13 (Aminat): From Swanand - 11/13 (aminat): Can we @Parthasaradhi Gunichetty can we do two things: 1) coordinate with augmentation team to set up a working session (on 11/14) to review this & can we also reach out to the vendor (coordinate with augmentation team) to confirm the difference between the values: Convective storm report - Hail Probability - """"very high"""" (visible on website report)""""Hailstorm Risk Rating"""" from the Hail Risk report that falls under CoreLogic's Convective Storm Reports. - moderate (returned from API but not visible in UI)Specific address from tst/ defect: 8250 Forsyth Blvd,Clayton, MO, 63105 11/12 (Antwuan): Reach out to the UW (Sara) for a more detailed and full screenshot need to see which endpoint she is using to see the extreme scores @Aminat Oluwatobiloba Musa @Aerva Ramakanth Reddy @Parthasaradhi Gunichetty @Anila Thomas  11/12:submission 8485371 : As discussed with  @Swanand Deshmukh @Hamesh Shankar Sundaralingam and team we came to know that external research shows hail as a moderate score is true. We need to verify which endpoint the user is using to see extreme.API Response: {    """"riskScore"""": 54,    """"riskRating"""": """"Moderate"""",    """"greaterThan2AnnualProbability"""": 0.106,    """"censusBlockID"""": """"291892131021090"""",    """"plHailClaimScore"""": 52.3,    """"plHailClaimRating"""": """"Moderate"""",    """"plHailClaimFrequency"""": 8.6,    """"plAvgAnnualLoss"""": 145,    """"clHailClaimScore"""": 55.3,    """"clHailClaimRating"""": """"High"""",    """"clHailClaimFrequency"""": 2.6,    """"clAvgAnnualLoss"""": 207,    """"plStateAvgClaimScore"""": 63,    """"plStateAvgClaimRating"""": """"High"""",    """"plStateAvgClaimFrequency"""": 12.7,    """"plStateAvgAnnualLoss"""": 226,    """"plUSAvgClaimScore"""": 35,    """"plUSAvgClaimRating"""": """"Moderate"""",    """"plUSAvgClaimFrequency"""": 4.15,    """"plUSAnnualAvgLoss"""": 73,    """"clStateAvgClaimScore"""": 56.6,    """"clStateAvgClaimRating"""": """"High"""",    """"clStateAvgClaimFrequency"""": 2.72,    """"clStateAnnualAvgLoss"""": 209,    """"clUSAvgClaimScore"""": 35,    """"clUSAvgClaimRating"""": """"Moderate"""",    """"clUSAvgClaimFrequency"""": 1.37,    """"clUSAvgAnnualLoss"""": 140,    """"fips"""": 29189,    """"location"""": {        """"latitude"""": 38.7533253,        """"longitude"""": -90.44806539999999    },    """"075AnnualProbability"""": 28.5981,    """"10AnnualProbability"""": 11.976,    """"15AnnualProbability"""": 1.2256}11/12:submission 8485371 : As discussed with  @Swanand Deshmukh @Hamesh Shankar Sundaralingam  and team we came to know that wind score in external research that shows low  is true. We need to verify which endpoint the user is using to see extreme.API Response: {   """"tornadoScore"""": 33,   """"tornadoRating"""": """"Low"""",   """"tornadoEF0"""": 0.0019700001,   """"tornadoEF1"""": 0.00102299999,   """"tornadoEF2"""": 0.00027300001,   """"tornadoEF3"""": 0.000067,   """"straightLineScore"""": 35,   """"straightLineRating"""": """"Low"""",   """"straightLine65mph"""": 0.11799299717,   """"straightLine75mph"""": 0.01104899961,   """"straightLine85mph"""": 0.0023070001,   """"hurricaneScore"""": 1,   """"hurricaneRating"""": """"Very Low"""",   """"hurricane50PercentLoss"""": 0,   """"hurricane10PercentLoss"""": 0,   """"hurricane5PercentLoss"""": 0,   """"hurricane1PercentLoss"""": 0,   """"hurricane05PercentLoss"""": 0,   """"hurricane01PercentLoss"""": 0,   """"fipsCode"""": """"08031"""",   """"county"""": """"Denver"""",   """"state"""": """"Colorado"""",   """"location"""": {       """"latitude"""": 39.7772036,       """"longitude"""": -104.9598767   }}11/14 Akash: As discussed in Hyper care call, we need additional information for this from the users. Once we get that we can proceed further. looking forward get more details on endpoint used by users to check risk meter scores.11/19 Akash: After re-triggering as per Swanand's instruction. It is working as expected. ",Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected,Not a Defect - New Requirement/Enhancement
DE244858,[Prod Issue] LMMP : Brokerage Office should be US Risk,"Incident No : INC12306067Issue Description: Brokerage Office is US RiskUser Name:     Wooten,Sara User Email:     Sara.Wooten@aig.com Submitted Date & Time:     Nov 12, 2025 9:34 AM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist Submission:     8485203~ER4242157 ",Enhancement,N/a,Enhancement,Enhancement,This is an observation/feedback given by the Underwriter,N/a,Not a Defect - New Requirement/Enhancement
DE244868,[Prod Issue] LMMC : Map showing wrong location,"Incident No : INC12306481Issue Description: Map showing wrong locationUser Name:     Hollowell IV, William User Email:     bray.hollowell@aig.com Submitted Date & Time:     Nov 12, 2025 11:31 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8474800 ~ER4240359",Not a Defect,Working as expected,Not a Defect,,11/14 @Anushree Manoharrao The system is extarcting address as given in accord form as below.| PREMISES #: 1 | STREET ADDRESS:4927 San Jacinto RD Dallas TX 78206 |There is no exact match on google maps for the above extracted address. Google is giving the best match which is as seen on UWA. ,Working as expected,Not a Defect - Working as Expected
DE244894,[LMMC] [Prod Issue] INC12382052]: UWA Crime Score different from WWIP Crime Score,"Re-opened 12/4INC12382052Feedback has been submitted by Hollowell IV, William. Please find the details belowIssue Description:Crime score listed in tool is different than the one listed on WWIP.User Name:     Hollowell IV, William User Email:     bray.hollowell@aig.com  Submitted By:     bray.hollowell@aig.com  Submitted Date & Time:     Dec 4, 2025 1:13 PM Impacts multiple users or Business units:     Yes Country:     United States Device Type:     Laptop Browser Type:     Chrome Source:     Online Application Impacted:     UW Assist Request Type:     Report an issue Category:     Others Submission:     S8562250 Reported Date & Time:     Dec 4, 2025 1:13 PMIncident No : INC12306762Issue Description: UWA Crime Score different from WWIP Crime ScoreUser Name:     Hollowell IV, William User Email:     bray.hollowell@aig.com Submitted Date & Time:     Nov 12, 2025 1:39 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8487643 ~ER4246068",Not a Defect,,Not reproducible,,"12/4: Bray (UW) experienced this issue again. This time with submission S8562250WWIP scoreUWA Score: 11/19 : Femi checked with Bray (UW) and we believe this is a one-off issue. Bray will continue to monitor and update user reverted with screenshots (attached) - different crime score observed for same location 1111E Army Post Road, IA. Subbu from WWIP and Swanand from UWA Augmentation confirmed crime score coming from same source/ same field. Since issue is one-off, this will go through HITL review. Recommended for closure.11/17 @Robin Kapoor reached out to WWIP Support to check the source system of crime score at WWIP end.11/17 @Anushree Manoharrao This is a known issue, as both WWIP and UWA use different systems to pull the crime scores.Assigning it to product team for confirmation and the next steps. 11/14: Connect with @Swanand Deshmukh and get the udpate.11/13: Confirm that the WWIP team and Verisk team are indeed pulling the same scores. Augmentation team to provide support @Swanand Deshmukh ",,Infra - Third Party/API Connectivity
DE244902,[Prod Issue] FLPNP : internal server error when trying to make edits to the account,"Incident No : INC12306970 Issue Description:getting an internal server error when trying to make edits to the account. User Name:     Hyjek,Emily User Email:     Emily.Hyjek@aig.com Submitted Date & Time:     Nov 12, 2025 3:12 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist ",Not a Defect,Working as expected.,Not a Defect,,,Working as expected.,Not a Defect - Working as Expected
DE244999,[Feedback] LMMP - is there a way to indicate in the loss run section that no loss runs were uploaded?,"[Feedback] LMMP - is there a way to indicate in the loss run section that no loss runs were uploaded?Defect created for Feedback. No IncidentIssue Description:In a future enhancement, is there a way to indicate in the loss run section that no loss runs were uploaded?User Name:     Sherer,Thomas User Email:     Thomas.Sherer@aig.com Submitted Date & Time:     Nov 12, 2025 9:59 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist ",Enhancement,,Enhancement,This is an enhancement and we will triage to the backlog for prioritization in future releases,This is an enhancement and we will triage to the backlog for prioritization in future releases,,Not a Defect - New Requirement/Enhancement
DE245033,[Prod Issue] LMMP : TypeError: Cannot read properties of undefined (reading 'status'),"Incident No : INC12307091Issue Description:TypeError: Cannot read properties of undefined (reading 'status') User Name:     Mackenzie,Ross User Email:     Ross.Mackenzie@aig.com Submitted Date & Time:     Nov 12, 2025 4:30 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8485324 ",Not a Defect,The date received was blank.,Not a Defect,The UW has been informed that this is not a UWA submission. ,The UW has been informed that this is not a UWA submission. ,The date received was blank.,Code - Edge Case
DE245044,"[Prod Issue] FLPNP : """"No Record Found"""" in UWA","Incident No : INC12308818Issue Description:Please resolve below issues - """"No Record Found"""" in UWA S-2394802""""Documents not found"""" in UWA S-2395061User Name:     Soni, Lavneesh User Email:     Soni.Lavneesh@aig.com Submitted Date & Time:     Nov 13, 2025 8:34 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist ",Model Inference,Data is missing,Data Issue,Retriggered and generated the data.,"""""Documents not found"""" in UWA S-2395061Retriggered the submission moved from """"Documents not found"""" to intake validation.""""No Record Found"""" in UWA S-2394802 Issue resolved.",Data is missing,Code - Edge Case
DE245102,[Prod Issue] FLPNP : UWA issue,"Incident No : INC12308819Issue Description:Please resolve below issues - User Name:     Soni, Lavneesh User Email:     Soni.Lavneesh@aig.com Submitted Date & Time:     Nov 13, 2025 8:34 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist ",Not a Defect,,Duplicate,,Duplicate,,Not a Defect - Duplicate
DE245108,"[Prod Issue] LMMP : TIV incorrect, No Risk Meter values were in the External Research section","Incident No : INC12307549Issue Description:TIV incorrect. Main location aggregate TIV, building TIV, BPP TIV, and BI TIV are incorrect. No Risk Meter values were in the External Research section. I spot checked the five largest locations in UWA, and they aren't in the SOV.User Name:     Sherer,Thomas User Email:     Thomas.Sherer@aig.com Submitted Date & Time:     Nov 12, 2025 9:51 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8457684 ~ER4230654",Not a Defect,RCA: Due to huge number of locations augmentation job was facing time out issues.,Duplicate,11/24 Akash : worked with Palantir team and retriggered the augmentation job. After the job we were able to see all the location and risk meter scores. ,user submitted duplicates! This item is being worked on.,RCA: Due to huge number of locations augmentation job was facing time out issues.,Not a Defect - Duplicate
DE245109,[Prod Issue] LMMP : Risk Meter values are slightly off: for Wind risk rating,"Incident No : INC12307471Issue Description:Risk Meter values are slightly off: - Wind risk rating should be """"Very High"""" (see third page of attachment) - Hailstorm risk rating should be """"Very Low"""" (see fourth page of attachment)User Name:     Sherer,Thomas User Email:     Thomas.Sherer@aig.com Submitted Date & Time:     Nov 12, 2025 9:10 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8486536 ~ER4244091",User Enablement,Working as expected,Requirements issue,11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now ,"11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now 11/14 Akash: As discussed in Hyper care call, we need additional information for this from the users. Once we get that we can proceed further. looking forward get more details on endpoint used by users to check risk meter scores.11/19 Akash: After re-triggering as per Swanand's instruction. It is working as expected.",Working as expected,Not a Defect - New Requirement/Enhancement
DE245110,"[Prod Issue] LMMP : Wind risk rating is showing as """"High"""" in Risk Meter, but it is Moderate in Risk Meter","Incident No : INC12307495Issue Description:Wind risk rating is showing as """"High"""" in Risk Meter, but it is Moderate in Risk Meter.User Name:     Sherer,Thomas User Email:     Thomas.Sherer@aig.com Submitted Date & Time:     Nov 12, 2025 9:22 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     S8485314 Reported Date & Time:     Nov 12, 2025 9:22 PM ~ER4243593",User Enablement,Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Requirements issue,11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now ,"11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now  11/14 Akash: As discussed in Hyper care call, we need additional information for this from the users. Once we get that we can proceed further. looking forward get more details on endpoint used by users to check risk meter scores.11/19 Akash: After re-triggering as per Swanand's instruction. It is working as expected.",Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Not a Defect - New Requirement/Enhancement
DE245112,[Prod Issue] LMMP : missing risk meter and mapping function,"Incident No : INC12306616Issue Description: missing risk meter and mapping function User Name:     Wilkins,Ryan User Email:     Ryan.Wilkins@aig.com Submitted Date & Time:     Nov 12, 2025 12:17 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     8466731 ~ER4233554",User Enablement,Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Requirements issue,11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now ,"11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now  11/14 Akash: This one is an environmental issue, @Swanand Deshmukh  has got approval from leadership to solve this. Looking forward to re-trigger once the issue is resolved.11/19 Akash: Risk meter data is available after re-triggering the augmentation job.",Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Not a Defect - New Requirement/Enhancement
DE245113,[Prod Issue] LMMP :  2 bldgs at Loc 1 were broken into 2 separate locations on the Riskmeter section,"Incident No : INC12306117Issue Description:There were 2 bldgs at Loc 1 but on the Riskmeter section it broke them out into 2 separate locations (1&5) but they are the same address. Also why didn't it put #5 as #2 and follow the order on the SOV?User Name:     Wooten,Sara User Email:     Sara.Wooten@aig.com Submitted Date & Time:     Nov 12, 2025 9:44 AM Impacts multiple users or Business units:     Yes Application Impacted:     UW Assist Submission:     8485203 ~ER4242157",Enhancement,,Enhancement,,11/13: 2 different TIVs in SOV (this is an enhancement)  ,,Not a Defect - New Requirement/Enhancement
DE245114,[Prod Issue] LMMP : tornado score is extreme but on wind score in external research it shows low,"Incident No : INC12306129Issue Description:I ran riskmeter to compare the data for Loc. 1. On the website (screenshot attached) the tornado score is extreme but on wind score in external research it shows lowUser Name:     Wooten,Sara User Email:     Sara.Wooten@aig.com Submitted Date & Time:     Nov 12, 2025 9:47 AM Impacts multiple users or Business units:     Yes Country:     United States Application Impacted:     UW Assist Submission:     8485203 ~ER4242157",User Enablement,Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Requirements issue,11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now11/19 Akash: After re-triggering as per Swanand's instruction. It is working as expected.,"11/17: Product team is gathering the new requirements for the correct endpoints. Closing this effort for now  11/13: Summary of product triageUWs seeing issues so far with two separate fields in risk score table - see examples & specific fields belowWind Risk Score:Address: 8250 Forsyth Blvd,Clayton, MO, 63105(Website) Convective storm report --> Tornado Wind Probability Risk Description : """"Very High"""", Hurricane Wind Probability Risk Description: """"Very Low"""", Straight Line Wind Probability Risk Description: """"High""""(API) Convective storm report --> Wind Risk Score Report --> Wind Risk Score : “Hail Risk:Address: 8250 Forsyth Blvd,Clayton, MO, 63105(Website) Convective storm report --> Hail Probability --> """"Very High""""(API) Convective storm report --> Hail Risk Report --> Hailstorm Risk Rating --> """"Moderate"""" 11/13: Screenshots will be added by @Parthasaradhi Gunichetty11/14 Akash: As discussed in Hyper care call, we need additional information for this from the users. Once we get that we can proceed further. looking forward get more details on endpoint used by users to check risk meter scores. ",Infrastructure issue has been raised. Once everything is good we will retrigger the submission. working as expected.,Not a Defect - New Requirement/Enhancement
DE245262,[Prod Issue] FLPNP : financials were carried over incorrectly to the workup,"Incident No : INC12310050Issue Description:all the financials were carried over incorrectly to the workup - numbers do not match User Name:     Zhu,Maria User Email:     Maria.Zhu@aig.com Submitted Date & Time:     Nov 13, 2025 5:25 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Submission:     133777562 Control No:     S-2395239 ",Timeout Issue,"The financials file has failed during download from GDMS. In the absence of this, the financials from the application file has been extracted.  Link to ontology showing financials extracted with Application documentLink to Document Metadata Object",Infrastructure issue,Reuploaded the file and it got processed successfully for the Income and Balance sheet statements. Cashflow statement is still retrieved from the application document. as the data was available in both documents.,14-Nov-2025 - Dineshwaran - The financial documents that failed has been reuploaded and processed successfully. Notified the user.,"The financials file has failed during download from GDMS. In the absence of this, the financials from the application file has been extracted.  Link t",Code - Edge Case
DE245544,"[FLPNP] [Prod Issue] INC12331383 :  S-2396809 Showing as """"No record found"""" in UWA","Issue Description:# S-2396809 Showing as """"No record found"""" in UWAUser Name:     Soni, Lavneesh User Email:     Soni.Lavneesh@aig.com Submitted Date & Time:     Nov 17, 2025 3:28 PM Impacts multiple users or Business units:     No Application Impacted:     UW Assist Control No:     S-2396809 ",Not a Defect,Known issue with ISUITE and GDMS connection,Not a Defect,Processed manually,,Known issue with ISUITE and GDMS connection,Infra - Third Party/API Connectivity
DE245703,"[FLPNP] [Prod Issue] INC12333273 :  Showing as """"No record found"""" in UWA S-2396740, S-2396946","Issue Description:Showing as """"No record found"""" in UWA S-2396740, S-2396946User Name:     Soni, Lavneesh User Email:     Soni.Lavneesh@aig.com Submitted Date & Time:     Nov 18, 2025 7:40 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist ",Not a Defect,,Not a Defect,,,,Code - Edge Case
DE245706,"[LMMC] [Prod Issue] INC12333742 :  Navigating to wwip through the three dots on the side is showing """"no actions""""","Issue Description:when I try to go directly to wwip through the three dots on the side, i get an alert saying """"no actions""""User Name:     Digrande,Grace User Email:     Grace.Digrande@aig.com Submitted Date & Time:     Nov 18, 2025 9:47 AM Impacts multiple users or Business units:     No Application Impacted:     UW Assist",Not a Defect,,Not a Defect,,,,Code - Edge Case
DE245726,"[FLPNP] [Feedback] : Sent to reserved and entered D&B number, still waiting for submission.","Issue Description:I also sent this to be reserved at 4:58PM and had to enter the D&B number myself this morning. I am still waiting on a submission #User Name:     Duffey,Kasey User Email:     Kasey.Duffey@aig.com Submitted Date & Time:     Nov 18, 2025 12:35 PM Impacts multiple users or Business units:     No Control No:     S-2397074  Submission No: 91606582",HITL Field Validation,The quic payload that we received in the backend is with effective date of 12-08-2023. So the submission has been marked Do Not Process as the date is older than 90 days which is one of the criteria for DNP. ,Data Issue,This has been fixed by SS team by chaning it from past date to future date.,DateUpdated ByComment11-18-2025DineshwaranThe quic payload that we received in the backend is with effective date of 12-08-2023. So the submission has been marked Do Not Process as the date is older than 90 days which is one of the criteria for DNP   ,The quic payload that we received in the backend is with effective date of 12-08-2023. So the submission has been marked Do Not Process as the date is,Code - Edge Case
